0, 262143, 0, 3
0, 131071, 0, 3
0, 65535, 0, 3
0, 32767, 0, 3
0, 16383, 0, 3
0, 8191, 0, 3
0, 4095, 0, 3
0, 2047, 0, 3
0, 1023, 0, 3
0, 511, 0, 3
0, 255, 0, 3
0, 127, 0, 3
0, 63, 0, 3
0, 31, 0, 3
0, 15, 0, 3
0, 7, 0, 3
4, 7, 0, 3
4, 5, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
4, 4, 0, 3
